10200 0.25
2 3070 test3234
2 5515 test3235
2 770 test3236
2 7338 test3237
2 7668 test3238
2 3384 test3239
2 8235 test3240
2 2801 test3241
2 7485 test3242
2 7966 test3243
2 1455 test3244
2 4674 test3245
2 4755 test3246
2 7096 test3247
2 3570 test3248
2 9863 test3249
1 
2 2616 test3250
2 7409 test3251
2 8200 test3252
2 4566 test3253
2 218 test3254
2 5632 test3255
2 3243 test3256
2 8512 test3257
2 1077 test3258
2 9106 test3259
2 9180 test3260
2 8723 test3261
2 4486 test3262
2 1199 test3263
2 36 test3264
2 5598 test3265
2 4920 test3266
2 6735 test3267
2 9637 test3268
2 3189 test3269
2 9597 test3270
2 4469 test3271
2 4770 test3272
2 6042 test3273
2 9961 test3274
2 9065 test3275
2 727 test3276
2 4507 test3277
2 8782 test3278
2 7268 test3279
2 7767 test3280
2 2028 test3281
2 8944 test3282
2 6356 test3283
2 2032 test3284
2 2009 test3285
2 5301 test3286
2 5376 test3287
2 285 test3288
2 9645 test3289
2 8491 test3290
2 1621 test3291
2 4168 test3292
2 3153 test3293
2 1925 test3294
2 734 test3295
2 1113 test3296
2 4284 test3297
2 7443 test3298
2 610 test3299
1 
2 2304 test3300
2 4456 test3301
2 3038 test3302
2 1495 test3303
2 347 test3304
2 9125 test3305
2 7901 test3306
2 6421 test3307
2 6436 test3308
2 5223 test3309
2 4886 test3310
2 2070 test3311
2 8794 test3312
2 5259 test3313
2 6100 test3314
2 8249 test3315
2 9835 test3316
2 8199 test3317
2 8738 test3318
2 2149 test3319
2 171 test3320
2 7215 test3321
2 2977 test3322
2 6539 test3323
2 5923 test3324
2 9987 test3325
2 7548 test3326
2 1796 test3327
2 8729 test3328
2 9685 test3329
2 7573 test3330
2 5305 test3331
2 5175 test3332
2 2409 test3333
2 9067 test3334
2 4226 test3335
2 7547 test3336
2 7238 test3337
2 123 test3338
2 5430 test3339
2 7371 test3340
2 7769 test3341
2 5520 test3342
2 3329 test3343
2 1362 test3344
2 9688 test3345
2 5385 test3346
2 180 test3347
2 5659 test3348
2 84 test3349
1 
2 3893 test3350
2 4725 test3351
2 6521 test3352
2 6391 test3353
2 3229 test3354
2 9303 test3355
2 8129 test3356
2 7997 test3357
2 4718 test3358
2 1605 test3359
2 3030 test3360
2 9456 test3361
2 1473 test3362
2 8632 test3363
2 7358 test3364
2 7515 test3365
2 6809 test3366
2 1625 test3367
2 373 test3368
2 1440 test3369
2 5193 test3370
2 7087 test3371
2 7758 test3372
2 3461 test3373
2 3951 test3374
2 233 test3375
2 2609 test3376
2 8200 test3377
2 1585 test3378
2 6328 test3379
2 5078 test3380
2 964 test3381
2 7234 test3382
2 8564 test3383
2 5933 test3384
2 3164 test3385
2 5089 test3386
2 3935 test3387
2 4679 test3388
2 9795 test3389
2 4047 test3390
2 8262 test3391
2 4708 test3392
2 2510 test3393
2 4971 test3394
2 8563 test3395
2 1530 test3396
2 2690 test3397
2 5787 test3398
2 6000 test3399
1 
2 4606 test3400
2 6423 test3401
2 2537 test3402
2 6742 test3403
2 8979 test3404
2 1470 test3405
2 9224 test3406
2 8867 test3407
2 9052 test3408
2 2991 test3409
2 3313 test3410
2 3818 test3411
2 6623 test3412
2 4698 test3413
2 6510 test3414
2 3316 test3415
2 7753 test3416
2 3871 test3417
2 7442 test3418
2 7685 test3419
2 664 test3420
2 1722 test3421
2 9300 test3422
2 9482 test3423
2 1960 test3424
2 3270 test3425
2 4726 test3426
2 9885 test3427
2 7821 test3428
2 8514 test3429
2 982 test3430
2 7435 test3431
2 6986 test3432
2 4704 test3433
2 4848 test3434
2 9853 test3435
2 637 test3436
2 3866 test3437
2 8397 test3438
2 3842 test3439
2 6119 test3440
2 5648 test3441
2 269 test3442
2 1038 test3443
2 8107 test3444
2 6700 test3445
2 5501 test3446
2 4107 test3447
2 1841 test3448
2 2087 test3449
1 
2 4884 test3450
2 7950 test3451
2 2696 test3452
2 3268 test3453
2 8784 test3454
2 4341 test3455
2 2582 test3456
2 1274 test3457
2 9816 test3458
2 1404 test3459
2 4317 test3460
2 8159 test3461
2 9837 test3462
2 9262 test3463
2 2477 test3464
2 1519 test3465
2 7490 test3466
2 2937 test3467
2 9295 test3468
2 6636 test3469
2 8965 test3470
2 7370 test3471
2 1157 test3472
2 943 test3473
2 5609 test3474
2 5656 test3475
2 6812 test3476
2 9069 test3477
2 4209 test3478
2 4892 test3479
2 2619 test3480
2 6294 test3481
2 9259 test3482
2 814 test3483
2 9563 test3484
2 9622 test3485
2 5943 test3486
2 5131 test3487
2 4226 test3488
2 6366 test3489
2 7571 test3490
2 3058 test3491
2 6109 test3492
2 9949 test3493
2 5748 test3494
2 1118 test3495
2 6842 test3496
2 5335 test3497
2 9315 test3498
2 6109 test3499
1 
2 5632 test3500
2 2040 test3501
2 1249 test3502
2 9488 test3503
2 9035 test3504
2 5090 test3505
2 3353 test3506
2 7931 test3507
2 2807 test3508
2 2385 test3509
2 7393 test3510
2 6540 test3511
2 9209 test3512
2 320 test3513
2 4331 test3514
2 3992 test3515
2 5989 test3516
2 1045 test3517
2 3678 test3518
2 9521 test3519
2 863 test3520
2 2775 test3521
2 7132 test3522
2 756 test3523
2 2849 test3524
2 3968 test3525
2 3376 test3526
2 2910 test3527
2 2710 test3528
2 7309 test3529
2 1303 test3530
2 9871 test3531
2 1953 test3532
2 2226 test3533
2 7336 test3534
2 182 test3535
2 2157 test3536
2 1226 test3537
2 1840 test3538
2 5484 test3539
2 1665 test3540
2 2588 test3541
2 5822 test3542
2 2398 test3543
2 1999 test3544
2 1866 test3545
2 7432 test3546
2 7505 test3547
2 6602 test3548
2 6307 test3549
1 
2 568 test3550
2 1882 test3551
2 9042 test3552
2 1464 test3553
2 4551 test3554
2 4773 test3555
2 5678 test3556
2 9132 test3557
2 5029 test3558
2 147 test3559
2 3652 test3560
2 8932 test3561
2 6610 test3562
2 4433 test3563
2 1783 test3564
2 6062 test3565
2 5515 test3566
2 6451 test3567
2 5774 test3568
2 7614 test3569
2 2228 test3570
2 5119 test3571
2 9229 test3572
2 3698 test3573
2 3182 test3574
2 6694 test3575
2 6114 test3576
2 5671 test3577
2 1670 test3578
2 9693 test3579
2 3007 test3580
2 6486 test3581
2 7178 test3582
2 3162 test3583
2 5887 test3584
2 7862 test3585
2 4792 test3586
2 5995 test3587
2 8998 test3588
2 9717 test3589
2 6165 test3590
2 1935 test3591
2 937 test3592
2 7809 test3593
2 3975 test3594
2 1400 test3595
2 1703 test3596
2 6416 test3597
2 4784 test3598
2 8424 test3599
1 
2 1363 test3600
2 8591 test3601
2 2087 test3602
2 824 test3603
2 1327 test3604
2 5496 test3605
2 5701 test3606
2 5144 test3607
2 1302 test3608
2 8300 test3609
2 6744 test3610
2 2032 test3611
2 2950 test3612
2 6592 test3613
2 9671 test3614
2 8037 test3615
2 1481 test3616
2 7733 test3617
2 2323 test3618
2 56 test3619
2 9871 test3620
2 3295 test3621
2 8326 test3622
2 5752 test3623
2 2761 test3624
2 6215 test3625
2 7948 test3626
2 3528 test3627
2 2420 test3628
2 3228 test3629
2 1338 test3630
2 4074 test3631
2 7999 test3632
2 4468 test3633
2 2287 test3634
2 1403 test3635
2 9179 test3636
2 7984 test3637
2 5525 test3638
2 4616 test3639
2 623 test3640
2 1213 test3641
2 7748 test3642
2 4574 test3643
2 2597 test3644
2 1079 test3645
2 9988 test3646
2 608 test3647
2 7461 test3648
2 3960 test3649
1 
2 620 test3650
2 3105 test3651
2 5899 test3652
2 9070 test3653
2 236 test3654
2 8657 test3655
2 4263 test3656
2 7659 test3657
2 4227 test3658
2 9540 test3659
2 9393 test3660
2 7974 test3661
2 2286 test3662
2 8526 test3663
2 9095 test3664
2 3358 test3665
2 8030 test3666
2 635 test3667
2 3397 test3668
2 2703 test3669
2 6965 test3670
2 5947 test3671
2 6368 test3672
2 5581 test3673
2 4332 test3674
2 3018 test3675
2 6303 test3676
2 9069 test3677
2 5092 test3678
2 5614 test3679
2 934 test3680
2 5123 test3681
2 6615 test3682
2 5465 test3683
2 1552 test3684
2 4790 test3685
2 6330 test3686
2 6911 test3687
2 9336 test3688
2 1760 test3689
2 3714 test3690
2 2433 test3691
2 1876 test3692
2 402 test3693
2 1359 test3694
2 9112 test3695
2 783 test3696
2 4660 test3697
2 5881 test3698
2 7197 test3699
1 
2 9090 test3700
2 5289 test3701
2 3638 test3702
2 4052 test3703
2 1262 test3704
2 1617 test3705
2 3270 test3706
2 6282 test3707
2 2200 test3708
2 6168 test3709
2 3595 test3710
2 4547 test3711
2 8257 test3712
2 2156 test3713
2 3928 test3714
2 5030 test3715
2 3105 test3716
2 8651 test3717
2 2644 test3718
2 3109 test3719
2 1200 test3720
2 4427 test3721
2 8027 test3722
2 8371 test3723
2 1377 test3724
2 180 test3725
2 9266 test3726
2 6922 test3727
2 3771 test3728
2 3528 test3729
2 9541 test3730
2 1573 test3731
2 2260 test3732
2 4882 test3733
2 4846 test3734
2 3768 test3735
2 9469 test3736
2 4236 test3737
2 4212 test3738
2 7712 test3739
2 820 test3740
2 9642 test3741
2 9822 test3742
2 6340 test3743
2 9546 test3744
2 564 test3745
2 6578 test3746
2 4090 test3747
2 5538 test3748
2 1666 test3749
1 
2 3647 test3750
2 8887 test3751
2 2066 test3752
2 8111 test3753
2 8323 test3754
2 6238 test3755
2 426 test3756
2 816 test3757
2 5914 test3758
2 9514 test3759
2 6030 test3760
2 5230 test3761
2 4308 test3762
2 5431 test3763
2 3793 test3764
2 318 test3765
2 8385 test3766
2 8650 test3767
2 5712 test3768
2 530 test3769
2 6011 test3770
2 5728 test3771
2 2232 test3772
2 6537 test3773
2 7824 test3774
2 9300 test3775
2 8581 test3776
2 5201 test3777
2 7019 test3778
2 4010 test3779
2 9000 test3780
2 3133 test3781
2 4670 test3782
2 8793 test3783
2 1699 test3784
2 3713 test3785
2 8158 test3786
2 6966 test3787
2 772 test3788
2 4026 test3789
2 9035 test3790
2 1051 test3791
2 4365 test3792
2 5915 test3793
2 299 test3794
2 6230 test3795
2 4604 test3796
2 4930 test3797
2 8930 test3798
2 8077 test3799
1 
2 5148 test3800
2 8985 test3801
2 5423 test3802
2 1760 test3803
2 678 test3804
2 7864 test3805
2 3782 test3806
2 3159 test3807
2 4261 test3808
2 6007 test3809
2 3573 test3810
2 9690 test3811
2 53 test3812
2 8337 test3813
2 8934 test3814
2 6208 test3815
2 8583 test3816
2 8101 test3817
2 720 test3818
2 9870 test3819
2 1876 test3820
2 838 test3821
2 4810 test3822
2 6305 test3823
2 6811 test3824
2 1490 test3825
2 7997 test3826
2 3351 test3827
2 7561 test3828
2 832 test3829
2 981 test3830
2 4616 test3831
2 4868 test3832
2 6034 test3833
2 7188 test3834
2 2322 test3835
2 564 test3836
2 1258 test3837
2 6595 test3838
2 5890 test3839
2 9343 test3840
2 73 test3841
2 4086 test3842
2 1998 test3843
2 479 test3844
2 4067 test3845
2 8282 test3846
2 3006 test3847
2 6337 test3848
2 8686 test3849
1 
2 1869 test3850
2 524 test3851
2 589 test3852
2 3144 test3853
2 7594 test3854
2 6689 test3855
2 3917 test3856
2 7384 test3857
2 5264 test3858
2 3102 test3859
2 5036 test3860
2 9117 test3861
2 1966 test3862
2 6972 test3863
2 8045 test3864
2 1540 test3865
2 1086 test3866
2 3547 test3867
2 2645 test3868
2 9589 test3869
2 4971 test3870
2 7111 test3871
2 3430 test3872
2 8204 test3873
2 8160 test3874
2 5273 test3875
2 1929 test3876
2 7989 test3877
2 398 test3878
2 8570 test3879
2 4630 test3880
2 5376 test3881
2 2953 test3882
2 2930 test3883
2 3971 test3884
2 2117 test3885
2 4352 test3886
2 5550 test3887
2 3559 test3888
2 7361 test3889
2 7623 test3890
2 5247 test3891
2 2410 test3892
2 4126 test3893
2 9907 test3894
2 7807 test3895
2 9707 test3896
2 2544 test3897
2 8609 test3898
2 7407 test3899
1 
2 6973 test3900
2 1804 test3901
2 4595 test3902
2 1676 test3903
2 5951 test3904
2 1443 test3905
2 4536 test3906
2 9281 test3907
2 9895 test3908
2 2332 test3909
2 679 test3910
2 5365 test3911
2 5338 test3912
2 9712 test3913
2 7672 test3914
2 1476 test3915
2 6810 test3916
2 8703 test3917
2 7247 test3918
2 3612 test3919
2 3820 test3920
2 7808 test3921
2 5413 test3922
2 8414 test3923
2 1669 test3924
2 5381 test3925
2 1237 test3926
2 4308 test3927
2 1506 test3928
2 2429 test3929
2 7424 test3930
2 258 test3931
2 6992 test3932
2 6899 test3933
2 1662 test3934
2 1605 test3935
2 1630 test3936
2 339 test3937
2 9890 test3938
2 3528 test3939
2 9885 test3940
2 477 test3941
2 6808 test3942
2 8341 test3943
2 1312 test3944
2 1250 test3945
2 6013 test3946
2 2600 test3947
2 7814 test3948
2 7467 test3949
1 
2 7291 test3950
2 5695 test3951
2 5634 test3952
2 6490 test3953
2 2464 test3954
2 9726 test3955
2 8259 test3956
2 9960 test3957
2 490 test3958
2 8208 test3959
2 8117 test3960
2 2685 test3961
2 2753 test3962
2 6727 test3963
2 5795 test3964
2 4717 test3965
2 4865 test3966
2 2788 test3967
2 6758 test3968
2 4176 test3969
2 9122 test3970
2 8610 test3971
2 6559 test3972
2 6906 test3973
2 821 test3974
2 3597 test3975
2 8637 test3976
2 6665 test3977
2 3054 test3978
2 7040 test3979
2 7804 test3980
2 9806 test3981
2 4521 test3982
2 6508 test3983
2 3610 test3984
2 3122 test3985
2 7034 test3986
2 1556 test3987
2 6263 test3988
2 4409 test3989
2 4597 test3990
2 4101 test3991
2 2632 test3992
2 212 test3993
2 2886 test3994
2 2276 test3995
2 7304 test3996
2 6224 test3997
2 9023 test3998
2 5583 test3999
1 
2 7148 test4000
2 6460 test4001
2 2476 test4002
2 53 test4003
2 6017 test4004
2 2905 test4005
2 4819 test4006
2 49 test4007
2 1493 test4008
2 2458 test4009
2 5773 test4010
2 4769 test4011
2 2798 test4012
2 6730 test4013
2 8972 test4014
2 1366 test4015
2 4747 test4016
2 4412 test4017
2 633 test4018
2 6964 test4019
2 6709 test4020
2 2510 test4021
2 4587 test4022
2 6137 test4023
2 9937 test4024
2 1831 test4025
2 4453 test4026
2 8395 test4027
2 1253 test4028
2 7903 test4029
2 3644 test4030
2 7337 test4031
2 532 test4032
2 6862 test4033
2 2387 test4034
2 3763 test4035
2 5512 test4036
2 9132 test4037
2 6742 test4038
2 3894 test4039
2 2267 test4040
2 3080 test4041
2 7568 test4042
2 7551 test4043
2 3826 test4044
2 8452 test4045
2 1017 test4046
2 7873 test4047
2 2615 test4048
2 6461 test4049
1 
2 7343 test4050
2 1442 test4051
2 4337 test4052
2 5289 test4053
2 4607 test4054
2 4079 test4055
2 6370 test4056
2 4185 test4057
2 4400 test4058
2 7424 test4059
2 5917 test4060
2 1038 test4061
2 4893 test4062
2 7863 test4063
2 9569 test4064
2 9400 test4065
2 9869 test4066
2 1969 test4067
2 5495 test4068
2 4889 test4069
2 4513 test4070
2 5247 test4071
2 9812 test4072
2 1720 test4073
2 3353 test4074
2 7006 test4075
2 5147 test4076
2 8945 test4077
2 2627 test4078
2 1586 test4079
2 1187 test4080
2 2441 test4081
2 7377 test4082
2 4162 test4083
2 3839 test4084
2 7824 test4085
2 4693 test4086
2 7612 test4087
2 4672 test4088
2 6399 test4089
2 4556 test4090
2 7177 test4091
2 1940 test4092
2 5121 test4093
2 6133 test4094
2 3323 test4095
2 7672 test4096
2 2494 test4097
2 9677 test4098
2 5491 test4099
1 
2 850 test4100
2 1554 test4101
2 4712 test4102
2 288 test4103
2 8356 test4104
2 2989 test4105
2 605 test4106
2 8545 test4107
2 9197 test4108
2 1763 test4109
2 5038 test4110
2 8988 test4111
2 626 test4112
2 3043 test4113
2 2899 test4114
2 7415 test4115
2 4436 test4116
2 9237 test4117
2 1810 test4118
2 5555 test4119
2 6030 test4120
2 4477 test4121
2 4669 test4122
2 1656 test4123
2 7438 test4124
2 2620 test4125
2 9177 test4126
2 2123 test4127
2 845 test4128
2 677 test4129
2 4198 test4130
2 141 test4131
2 7165 test4132
2 9069 test4133
2 431 test4134
2 8285 test4135
2 910 test4136
2 2732 test4137
2 8288 test4138
2 5150 test4139
2 2780 test4140
2 3680 test4141
2 1119 test4142
2 1747 test4143
2 7177 test4144
2 1520 test4145
2 5369 test4146
2 8262 test4147
2 7699 test4148
2 1246 test4149
1 
2 9098 test4150
2 6024 test4151
2 5649 test4152
2 7510 test4153
2 8967 test4154
2 3346 test4155
2 7967 test4156
2 451 test4157
2 9516 test4158
2 4619 test4159
2 6804 test4160
2 1937 test4161
2 2349 test4162
2 7442 test4163
2 9020 test4164
2 7533 test4165
2 5675 test4166
2 4123 test4167
2 4279 test4168
2 7848 test4169
2 5366 test4170
2 8215 test4171
2 4445 test4172
2 9578 test4173
2 1433 test4174
2 987 test4175
2 4076 test4176
2 5828 test4177
2 3399 test4178
2 3779 test4179
2 2767 test4180
2 5310 test4181
2 1631 test4182
2 559 test4183
2 957 test4184
2 1166 test4185
2 1198 test4186
2 7947 test4187
2 5884 test4188
2 3754 test4189
2 7794 test4190
2 1181 test4191
2 8352 test4192
2 3893 test4193
2 967 test4194
2 1496 test4195
2 6835 test4196
2 9957 test4197
2 2464 test4198
2 6653 test4199
1 
2 7618 test4200
2 1606 test4201
2 5315 test4202
2 8929 test4203
2 7570 test4204
2 8679 test4205
2 2177 test4206
2 5545 test4207
2 334 test4208
2 1713 test4209
2 3888 test4210
2 8641 test4211
2 2926 test4212
2 5752 test4213
2 9575 test4214
2 4733 test4215
2 5909 test4216
2 6506 test4217
2 4950 test4218
2 679 test4219
2 7271 test4220
2 4613 test4221
2 1488 test4222
2 7863 test4223
2 4981 test4224
2 8309 test4225
2 5670 test4226
2 161 test4227
2 3975 test4228
2 139 test4229
2 7185 test4230
2 8903 test4231
2 7188 test4232
2 4249 test4233
2 4811 test4234
2 4959 test4235
2 3953 test4236
2 5801 test4237
2 5994 test4238
2 6720 test4239
2 5828 test4240
2 4926 test4241
2 7322 test4242
2 8886 test4243
2 3347 test4244
2 2306 test4245
2 2182 test4246
2 3541 test4247
2 6174 test4248
2 1614 test4249
1 
2 9875 test4250
2 6921 test4251
2 9206 test4252
2 3080 test4253
2 6601 test4254
2 5692 test4255
2 1433 test4256
2 1863 test4257
2 7871 test4258
2 369 test4259
2 6059 test4260
2 5458 test4261
2 6946 test4262
2 5870 test4263
2 65 test4264
2 8278 test4265
2 2065 test4266
2 4967 test4267
2 4733 test4268
2 8422 test4269
2 7368 test4270
2 9588 test4271
2 4386 test4272
2 9645 test4273
2 9992 test4274
2 7188 test4275
2 9123 test4276
2 9439 test4277
2 9311 test4278
2 5163 test4279
2 9596 test4280
2 5853 test4281
2 233 test4282
2 8887 test4283
2 4588 test4284
2 7607 test4285
2 5922 test4286
2 9456 test4287
2 5294 test4288
2 8636 test4289
2 8550 test4290
2 7070 test4291
2 5938 test4292
2 5485 test4293
2 7064 test4294
2 6997 test4295
2 7693 test4296
2 5376 test4297
2 4747 test4298
2 5723 test4299
1 
2 5466 test4300
2 6065 test4301
2 1712 test4302
2 9994 test4303
2 8587 test4304
2 3330 test4305
2 9437 test4306
2 2432 test4307
2 0 test4308
2 770 test4309
2 5686 test4310
2 4915 test4311
2 6466 test4312
2 1404 test4313
2 1355 test4314
2 3923 test4315
2 957 test4316
2 9670 test4317
2 4462 test4318
2 8360 test4319
2 8984 test4320
2 2778 test4321
2 8175 test4322
2 7114 test4323
2 1826 test4324
2 2946 test4325
2 6662 test4326
2 704 test4327
2 5691 test4328
2 2476 test4329
2 9436 test4330
2 5168 test4331
2 8668 test4332
2 1837 test4333
2 3750 test4334
2 804 test4335
2 6212 test4336
2 4274 test4337
2 1406 test4338
2 7278 test4339
2 3648 test4340
2 3793 test4341
2 7008 test4342
2 4866 test4343
2 1557 test4344
2 2014 test4345
2 191 test4346
2 6146 test4347
2 2285 test4348
2 6858 test4349
1 
2 8753 test4350
2 3335 test4351
2 4300 test4352
2 1813 test4353
2 5150 test4354
2 8538 test4355
2 1087 test4356
2 8724 test4357
2 816 test4358
2 4547 test4359
2 9856 test4360
2 7838 test4361
2 9719 test4362
2 1721 test4363
2 6727 test4364
2 2656 test4365
2 3116 test4366
2 200 test4367
2 7456 test4368
2 7201 test4369
2 32 test4370
2 7185 test4371
2 9141 test4372
2 6847 test4373
2 4464 test4374
2 9995 test4375
2 2313 test4376
2 8088 test4377
2 5527 test4378
2 2407 test4379
2 2049 test4380
2 1093 test4381
2 752 test4382
2 5409 test4383
2 7822 test4384
2 5520 test4385
2 4998 test4386
2 4914 test4387
2 6235 test4388
2 2615 test4389
2 939 test4390
2 9187 test4391
2 1119 test4392
2 6953 test4393
2 289 test4394
2 8716 test4395
2 8768 test4396
2 797 test4397
2 8312 test4398
2 170 test4399
1 
2 8389 test4400
2 2642 test4401
2 1285 test4402
2 8383 test4403
2 4517 test4404
2 5712 test4405
2 2859 test4406
2 962 test4407
2 9617 test4408
2 7229 test4409
2 1480 test4410
2 1592 test4411
2 1163 test4412
2 8028 test4413
2 8175 test4414
2 8843 test4415
2 7810 test4416
2 8432 test4417
2 3613 test4418
2 9558 test4419
2 8491 test4420
2 8383 test4421
2 9818 test4422
2 8115 test4423
2 350 test4424
2 4945 test4425
2 3454 test4426
2 2251 test4427
2 4105 test4428
2 360 test4429
2 4350 test4430
2 2445 test4431
2 7877 test4432
2 6121 test4433
2 594 test4434
2 9994 test4435
2 7251 test4436
2 5976 test4437
2 6068 test4438
2 9772 test4439
2 2146 test4440
2 4770 test4441
2 5126 test4442
2 8247 test4443
2 6129 test4444
2 4275 test4445
2 2144 test4446
2 8968 test4447
2 2091 test4448
2 3993 test4449
1 
2 9222 test4450
2 4810 test4451
2 4356 test4452
2 8080 test4453
2 6658 test4454
2 4711 test4455
2 9406 test4456
2 7035 test4457
2 3411 test4458
2 1467 test4459
2 3432 test4460
2 6948 test4461
2 3217 test4462
2 1940 test4463
2 4404 test4464
2 5579 test4465
2 1979 test4466
2 2406 test4467
2 4212 test4468
2 427 test4469
2 15 test4470
2 6508 test4471
2 464 test4472
2 9626 test4473
2 1990 test4474
2 4137 test4475
2 9462 test4476
2 1343 test4477
2 4105 test4478
2 332 test4479
2 3790 test4480
2 6109 test4481
2 436 test4482
2 1169 test4483
2 5273 test4484
2 8782 test4485
2 6902 test4486
2 5060 test4487
2 2038 test4488
2 1723 test4489
2 8338 test4490
2 2240 test4491
2 4704 test4492
2 6855 test4493
2 8981 test4494
2 7638 test4495
2 2712 test4496
2 620 test4497
2 2164 test4498
2 1689 test4499
1 
2 6426 test4500
2 3165 test4501
2 5553 test4502
2 4502 test4503
2 8350 test4504
2 6618 test4505
2 9321 test4506
2 8593 test4507
2 334 test4508
2 930 test4509
2 3694 test4510
2 3067 test4511
2 9807 test4512
2 3315 test4513
2 2892 test4514
2 9744 test4515
2 5726 test4516
2 7901 test4517
2 9226 test4518
2 4572 test4519
2 3736 test4520
2 1220 test4521
2 5792 test4522
2 5182 test4523
2 405 test4524
2 2980 test4525
2 8415 test4526
2 4612 test4527
2 6674 test4528
2 1631 test4529
2 3504 test4530
2 5526 test4531
2 618 test4532
2 5218 test4533
2 6973 test4534
2 7519 test4535
2 225 test4536
2 7766 test4537
2 2646 test4538
2 5029 test4539
2 2781 test4540
2 5169 test4541
2 5746 test4542
2 506 test4543
2 9025 test4544
2 6541 test4545
2 2915 test4546
2 9019 test4547
2 1719 test4548
2 3361 test4549
1 
2 4611 test4550
2 2949 test4551
2 6841 test4552
2 6363 test4553
2 4032 test4554
2 4232 test4555
2 9516 test4556
2 6735 test4557
2 6258 test4558
2 9860 test4559
2 2953 test4560
2 729 test4561
2 9189 test4562
2 5328 test4563
2 2729 test4564
2 2158 test4565
2 5144 test4566
2 3481 test4567
2 4045 test4568
2 865 test4569
2 6448 test4570
2 1655 test4571
2 7079 test4572
2 3761 test4573
2 3801 test4574
2 7852 test4575
2 6793 test4576
2 6927 test4577
2 8011 test4578
2 469 test4579
2 4040 test4580
2 5310 test4581
2 4469 test4582
2 8483 test4583
2 3788 test4584
2 659 test4585
2 7592 test4586
2 4147 test4587
2 9911 test4588
2 8444 test4589
2 6946 test4590
2 1977 test4591
2 3583 test4592
2 941 test4593
2 4550 test4594
2 4460 test4595
2 8202 test4596
2 5109 test4597
2 741 test4598
2 218 test4599
1 
2 6645 test4600
2 5279 test4601
2 8251 test4602
2 3900 test4603
2 3969 test4604
2 2276 test4605
2 40 test4606
2 6437 test4607
2 1146 test4608
2 4414 test4609
2 5209 test4610
2 9316 test4611
2 4613 test4612
2 2568 test4613
2 7074 test4614
2 2584 test4615
2 9254 test4616
2 2465 test4617
2 2427 test4618
2 9523 test4619
2 1004 test4620
2 79 test4621
2 36 test4622
2 2871 test4623
2 9337 test4624
2 6144 test4625
2 2406 test4626
2 5214 test4627
2 2625 test4628
2 9291 test4629
2 3864 test4630
2 1398 test4631
2 2670 test4632
2 2309 test4633
2 8475 test4634
2 2792 test4635
2 3933 test4636
2 5600 test4637
2 8066 test4638
2 4697 test4639
2 9642 test4640
2 7310 test4641
2 4465 test4642
2 9658 test4643
2 3171 test4644
2 1555 test4645
2 7776 test4646
2 5290 test4647
2 315 test4648
2 5224 test4649
1 
2 8012 test4650
2 4476 test4651
2 2221 test4652
2 1084 test4653
2 4796 test4654
2 4147 test4655
2 2027 test4656
2 5589 test4657
2 1819 test4658
2 8377 test4659
2 7122 test4660
2 292 test4661
2 5638 test4662
2 1775 test4663
2 1484 test4664
2 887 test4665
2 1107 test4666
2 6799 test4667
2 3921 test4668
2 6183 test4669
2 2940 test4670
2 8253 test4671
2 7114 test4672
2 3586 test4673
2 9911 test4674
2 7452 test4675
2 4181 test4676
2 9955 test4677
2 3731 test4678
2 4765 test4679
2 1038 test4680
2 557 test4681
2 1729 test4682
2 1153 test4683
2 7136 test4684
2 5591 test4685
2 1324 test4686
2 2000 test4687
2 1224 test4688
2 5665 test4689
2 8167 test4690
2 6963 test4691
2 7745 test4692
2 5428 test4693
2 7138 test4694
2 9931 test4695
2 2130 test4696
2 3384 test4697
2 4616 test4698
2 3412 test4699
1 
2 2640 test4700
2 1087 test4701
2 4185 test4702
2 7652 test4703
2 5937 test4704
2 1262 test4705
2 8878 test4706
2 2334 test4707
2 2335 test4708
2 2860 test4709
2 9710 test4710
2 5075 test4711
2 3332 test4712
2 8467 test4713
2 8428 test4714
2 8904 test4715
2 8968 test4716
2 5428 test4717
2 8011 test4718
2 1250 test4719
2 2629 test4720
2 711 test4721
2 4751 test4722
2 5230 test4723
2 691 test4724
2 3519 test4725
2 6529 test4726
2 3837 test4727
2 5461 test4728
2 1212 test4729
2 975 test4730
2 7708 test4731
2 8830 test4732
2 9242 test4733
2 8749 test4734
2 1570 test4735
2 3425 test4736
2 2407 test4737
2 1468 test4738
2 2947 test4739
2 1941 test4740
2 4594 test4741
2 325 test4742
2 1490 test4743
2 8449 test4744
2 2159 test4745
2 2291 test4746
2 2275 test4747
2 8089 test4748
2 55 test4749
1 
2 4570 test4750
2 1534 test4751
2 9093 test4752
2 8364 test4753
2 5847 test4754
2 4703 test4755
2 6794 test4756
2 7994 test4757
2 4598 test4758
2 7690 test4759
2 3368 test4760
2 1480 test4761
2 2218 test4762
2 8891 test4763
2 4464 test4764
2 8446 test4765
2 6813 test4766
2 380 test4767
2 3631 test4768
2 7041 test4769
2 9780 test4770
2 864 test4771
2 3931 test4772
2 6538 test4773
2 5085 test4774
2 2285 test4775
2 1224 test4776
2 916 test4777
2 7384 test4778
2 3319 test4779
2 8072 test4780
2 404 test4781
2 9791 test4782
2 7222 test4783
2 4109 test4784
2 6659 test4785
2 1155 test4786
2 1705 test4787
2 6444 test4788
2 3943 test4789
2 2965 test4790
2 9684 test4791
2 4240 test4792
2 5328 test4793
